0,0,0,0,0,1
0.0039811,1.5198e-09,3.9615e-06,1.2968e-06,0.0019899,1
0.0079621,2.1291e-08,1.5838e-05,1.0479e-05,0.0039758,1
0.011943,1.059e-07,3.5607e-05,3.5385e-05,0.0059539,1
0.015924,3.3364e-07,6.3229e-05,8.3728e-05,0.0079203,1
0.019905,8.1335e-07,9.8649e-05,0.00016308,0.0098711,1
0.023886,1.6832e-06,0.0001418,0.00028088,0.011803,1
0.027868,3.1106e-06,0.00019259,0.00044434,0.013712,1
0.031849,5.2908e-06,0.00025094,0.00066034,0.015594,1
0.037966,1.0626e-05,0.00035504,0.0011095,0.018428,1
0.044083,1.9195e-05,0.00047624,0.0017206,0.021181,1
0.050201,3.2051e-05,0.000614,0.0025138,0.023843,1
0.056318,5.0358e-05,0.00076776,0.0035063,0.026406,1
0.062525,7.5803e-05,0.00093945,0.0047318,0.028897,1
0.068733,0.00010958,0.0011263,0.00619,0.031271,1
0.07494,0.00015315,0.0013274,0.0078896,0.033525,1
0.081147,0.00020804,0.0015422,0.0098358,0.035656,1
0.087842,0.00028167,0.0017882,0.012213,0.037814,1
0.094537,0.00037219,0.0020482,0.014877,0.03983,1
0.10123,0.0004815,0.0023212,0.01782,0.041706,1
0.10793,0.00061142,0.0026063,0.021031,0.043448,1
0.11628,0.00080494,0.0029777,0.025385,0.045447,1
0.12463,0.0010363,0.003365,0.030088,0.047271,1
0.13298,0.0013083,0.0037668,0.03509,0.048945,1
0.14133,0.0016232,0.0041821,0.040333,0.050499,1
0.14771,0.0018933,0.0045076,0.044457,0.051624,1
0.15408,0.00219,0.0048401,0.048654,0.052712,1
0.16045,0.0025136,0.0051794,0.052892,0.05378,1
0.16683,0.0028642,0.0055256,0.057138,0.054843,1
0.1732,0.0032418,0.0058785,0.061362,0.055918,1
0.17957,0.0036462,0.0062384,0.06553,0.057021,1
0.18595,0.0040769,0.0066054,0.069612,0.058167,1
0.19232,0.0045333,0.00698,0.073578,0.05937,1
0.19842,0.0049933,0.0073457,0.077238,0.060589,1
0.20452,0.0054751,0.0077191,0.080744,0.061886,1
0.21061,0.0059778,0.0081007,0.084074,0.06327,1
0.21671,0.0065001,0.008491,0.087212,0.064751,1
0.2229,0.0070492,0.0088967,0.090182,0.06636,1
0.22909,0.007616,0.0093127,0.092925,0.068083,1
0.23528,0.008199,0.0097397,0.09543,0.069925,1
0.24147,0.0087968,0.010179,0.097691,0.071889,1
0.24811,0.0094526,0.010663,0.099842,0.074133,1
0.25475,0.010122,0.011163,0.10171,0.076518,1
0.26139,0.010802,0.011679,0.1033,0.079042,1
0.26802,0.011493,0.012213,0.10463,0.081699,1
0.27612,0.012346,0.012888,0.1059,0.085111,1
0.28422,0.013207,0.013592,0.10684,0.088693,1
0.29232,0.014075,0.014325,0.10747,0.092423,1
0.30042,0.014947,0.015089,0.10787,0.096276,1
0.30686,0.015643,0.01572,0.10804,0.099411,1
0.31331,0.016339,0.01637,0.10812,0.10259,1
0.31975,0.017036,0.017042,0.10815,0.1058,1
0.32619,0.017733,0.017734,0.10815,0.10902,1
